N,P,K,temperature,humidity,ph,rainfall,label
90.0,46.0,42.0,24.021831000396013,81.43203894138058,7.657445255943646,250.12897383300947,rice
78.0,58.0,44.0,26.81937567093501,80.78359952658118,4.907773456884137,284.44449770475893,rice
93.0,56.0,36.0,24.02803072044703,82.01144478884872,7.011732543814889,185.35811154247074,rice
94.0,50.0,37.0,25.554634053264184,80.78742868655898,6.885571366511299,209.51894541399133,rice
60.0,48.0,39.0,24.380484316075155,80.30885079408888,7.121179976301977,230.9846863247971,rice
85.0,38.0,41.0,21.515614344463216,82.86582821413235,6.1706903220599765,276.8995795539591,rice
91.0,35.0,39.0,23.79140787516104,80.34184427169251,6.988582607306252,206.2526103375378,rice
77.0,38.0,36.0,21.80115079068536,80.30210804646586,5.925419110051958,224.57221075838865,rice
88.0,35.0,40.0,23.575003814990822,83.5669963079399,5.965206102500018,291.1797052809415,rice
89.0,45.0,36.0,21.26031203715345,80.52670869107376,6.349072000396773,185.4292641803515,rice
76.0,40.0,43.0,25.157417246197507,83.24966146522458,5.162553413579773,231.51341897578925,rice
67.0,59.0,41.0,21.892128391184926,80.97201549296918,5.7692376610721965,213.21375222718683,rice
83.0,41.0,43.0,20.92828370248885,82.71495611810123,6.219946271185479,233.19361706778184,rice
98.0,47.0,37.0,23.694568979475246,81.21721192335778,7.362107800266633,224.11077307595355,rice
66.0,53.0,41.0,25.12743989277565,80.47890666170869,7.859360937509238,257.01372706745536,rice
97.0,59.0,43.0,26.297560569207132,84.14858842118642,6.348141017823277,271.4233814180227,rice
97.0,50.0,41.0,24.440891030080703,80.64783256803737,7.164111719835652,260.1409859138605,rice
60.0,49.0,44.0,20.780992965276198,84.64000092321088,6.295666043508294,240.0681138329105,rice
84.0,51.0,35.0,22.28403084851716,80.70039163815196,5.896106030700781,198.0827065746124,rice
73.0,57.0,41.0,21.40528422819625,84.91050736277738,5.72318860040411,272.12922778380084,rice
92.0,35.0,40.0,22.20572319887084,80.359697749523,6.369557216338569,200.35438272665496,rice
85.0,37.0,39.0,24.497740561948106,82.72505727481062,6.351209738560853,224.6568033232256,rice
98.0,53.0,38.0,20.2542774759356,81.73241625138456,5.077416040549556,270.3964586411563,rice
88.0,54.0,44.0,25.809686152021047,83.89577829276031,6.091728745534144,232.90963337865475,rice
95.0,55.0,42.0,26.559870392819185,82.22203999346375,6.107366424725932,193.2659870815867,rice
99.0,57.0,35.0,26.742701147275298,81.32220919869809,5.871187342377924,272.35793248926836,rice
95.0,39.0,36.0,23.881713682837763,83.085310653903,5.634332273925341,285.40868009405796,rice
60.0,43.0,44.0,21.155289729542798,82.86308805889604,7.4594919480828805,298.48727160845834,rice
63.0,44.0,41.0,24.18501904157653,83.76889947174422,5.560427633952827,256.94951624016056,rice
62.0,42.0,36.0,22.82256849393208,82.0257915397602,6.323478313498243,248.66396727738814,rice
64.0,45.0,43.0,25.43098732693086,83.64480952167611,5.625355458592408,209.91094764307144,rice
83.0,60.0,36.0,25.5641811467287,80.08511665038563,6.916169091349717,200.73786232118385,rice
82.0,40.0,40.0,23.85947610403433,84.96671121076022,6.288904893664539,298.60443712674794,rice
85.0,52.0,45.0,26.53922603339501,82.41277880666499,7.193928809965881,265.81172519828357,rice
91.0,35.0,38.0,24.842274027011523,80.5383782080491,6.051473648983841,183.80627306668106,rice
76.0,49.0,42.0,24.956807083490222,84.45119947022634,5.144677900698943,196.831436231295,rice
74.0,39.0,38.0,23.2304593011962,84.36957904105584,7.694018501843164,233.011809260845,rice
79.0,43.0,39.0,21.833831088820407,80.79372032719388,7.02287658957474,210.937625646502,rice
88.0,55.0,45.0,24.572407420625368,80.47251307324213,7.785735473318457,253.5626304234791,rice
60.0,36.0,43.0,23.58970524716184,82.89251057846904,5.13876862052834,220.00353531232636,rice
76.0,60.0,39.0,20.23841210718235,80.17141664275113,6.759408529815049,208.65943879029882,rice
93.0,56.0,42.0,23.853610687929518,82.14407626738408,7.414493867887608,195.107222708598,rice
65.0,60.0,43.0,21.909010917764224,81.85791374835615,5.598386249649048,227.4364572807373,rice
95.0,52.0,36.0,26.47193501878515,83.90779987808187,5.416730554086621,286.5562193860798,rice
75.0,38.0,39.0,23.400941837032576,84.68305950377895,6.215397445095133,283.98454586102207,rice
74.0,54.0,38.0,25.611372135919073,83.49726776237931,7.026476795621107,217.53245432499548,rice
91.0,36.0,45.0,24.336223950421875,82.32529078622458,5.95034304812098,267.78872153901835,rice
71.0,46.0,40.0,20.18700460654469,82.04112491597941,7.290659210244049,191.95414397301138,rice
99.0,55.0,35.0,21.851273124013076,80.12912278423629,6.40284818558749,278.0685976324474,rice
72.0,40.0,38.0,20.50589061428172,82.32240175859131,7.503699430197711,245.17025410506963,rice
83.0,58.0,45.0,25.75024889228008,83.5007863042133,5.958903400637838,245.80913327261405,rice
93.0,58.0,38.0,20.424027974666387,83.87460797703815,6.944354230723943,279.42072056333376,rice
70.0,36.0,42.0,21.87428787991064,80.62308210944184,7.002435385011446,202.27662034488904,rice
76.0,47.0,42.0,20.151120597197902,83.3658763037813,5.656962553025828,263.6925739192141,rice
99.0,41.0,36.0,24.44677686234661,82.84799579879586,6.643043671055353,182.54131253726877,rice
99.0,54.0,37.0,21.168203675433002,80.35700107474148,5.604177745721831,198.81245938327504,rice
86.0,59.0,35.0,25.583324207934105,82.13237902058749,6.829367850517231,243.38622149646886,rice
69.0,46.0,41.0,23.645895506645942,80.1325475546173,4.970508590085785,263.3217361992395,rice
91.0,56.0,37.0,23.319142956628063,80.753420378642,6.500005987059965,269.56585804630333,rice
61.0,52.0,41.0,25.027234539586512,83.80082472810881,6.865362939142817,204.83485011445333,rice
67.0,45.0,38.0,22.759846695624052,82.08962128028736,7.210688777640598,261.01255499819837,rice
79.0,42.0,37.0,24.96800530605121,82.8353987924276,6.7326763387270026,295.6268044447352,rice
78.0,43.0,42.0,21.276164440283402,82.8197566981124,7.302534249231654,192.3098271196294,rice
75.0,54.0,36.0,26.317831639099616,84.58848769214447,7.063559392919564,257.34833038054444,rice
97.0,36.0,45.0,22.206075662491727,81.77236526168122,7.0126889082203565,278.030393506501,rice
67.0,47.0,44.0,26.744163392130634,81.89369503932195,7.776818432306422,280.46708209140417,rice
73.0,35.0,38.0,24.75134081221988,81.99632775056442,5.1642104759611005,185.83731383046182,rice
77.0,36.0,37.0,26.948140147459352,81.34470550937125,6.104229031309338,194.80203193125595,rice
81.0,41.0,38.0,22.76462297291918,83.80284227701091,7.452839047178577,201.00168990402486,rice
68.0,57.0,43.0,26.183799532537357,80.4392668245629,5.743577595080059,182.81661632329582,rice
72.0,45.0,35.0,25.550835261621252,82.95175493525961,5.589039943168001,195.45144706851315,rice
61.0,53.0,43.0,26.30189493822,80.85737465481154,6.2538498020167514,223.25870936199345,rice
67.0,43.0,39.0,26.03280029193047,85.09532031454701,6.125995613378281,186.82994622287782,rice
67.0,58.0,39.0,25.06936937336615,80.60735375744581,5.50723756256623,220.20494807667134,rice
66.0,60.0,38.0,22.234204146594305,83.40237922177509,6.393613538107437,231.64240838786037,rice
82.0,43.0,38.0,23.36579731864876,81.54303093091106,5.309418511970357,242.39036736580016,rice
84.0,50.0,44.0,25.537978602044255,81.42209243994428,5.9176612807521005,182.5837976680532,rice
81.0,53.0,42.0,23.6497412620914,80.990552853884,5.236468837718705,233.63497968586677,rice
91.0,50.0,40.0,20.98751351831072,84.16127822544334,6.475193466890321,230.12546089893058,rice
93.0,53.0,38.0,26.88078743978655,82.01942915261,7.0026788256787516,290.747351526965,rice
90.0,44.0,38.0,23.85558550136288,83.8837335507253,7.534369025560308,241.07000949852718,rice
81.0,45.0,35.0,26.70863041920528,80.25073263044595,6.1254416267615595,218.8190666639512,rice
78.0,40.0,38.0,26.60555632858085,83.8331992259188,7.514412856225666,248.107200285004,rice
60.0,51.0,36.0,22.900312818763496,82.7825386976146,6.051994888452524,257.0523775128649,rice
88.0,46.0,42.0,22.61704129126299,83.45720553329195,6.605320393211416,194.16678803111577,rice
93.0,47.0,37.0,21.48796676865225,82.25721962488575,6.50296623493058,295.7902717722666,rice
60.0,55.0,45.0,21.25059869561596,83.37057667230924,5.986386629383746,287.6334610267643,rice
78.0,35.0,44.0,26.432658978457376,84.66874764570206,7.176090823880823,183.60017832332306,rice
65.0,37.0,40.0,23.553739576224128,83.62095314667364,5.422804891308843,188.38196571797587,rice
90.0,42.0,43.0,20.92857430680157,82.10822752737889,6.608809678977904,202.92989262217316,rice
85.0,58.0,41.0,21.656211753366822,79.97516665366149,6.856503959377466,226.65966013564537,rice
60.0,55.0,44.0,23.05742811840415,82.38046012982072,7.885814797301181,263.9250195072085,rice
74.0,35.0,40.0,26.66759055581362,80.07099243444002,6.957812349811756,243.03928728592896,rice
78.0,42.0,42.0,20.14749995279198,81.45102821111065,7.620860249167146,262.6213673305784,rice
69.0,37.0,42.0,23.0227832255542,83.485592637628,7.141366743518784,251.0426608475231,rice
69.0,55.0,38.0,22.693387290067975,82.623685189965,5.598069305163531,271.5288923616405,rice
94.0,53.0,40.0,20.24400313741336,83.01679021565391,5.6063533509468435,241.8999305227315,rice
89.0,54.0,38.0,24.43805987712983,83.46787807555559,6.591031276380386,230.4635628175747,rice
68.0,58.0,38.0,23.362566090687974,83.00587043982115,6.473274391999845,221.16020947920728,rice
91.0,53.0,40.0,26.649968931880718,81.3846873401794,5.145980161708016,264.6198882979728,rice
90.0,46.0,42.0,24.06192846573617,81.19640365577115,7.472404232616281,250.03761934398787,rice
78.0,58.0,44.0,26.789824408306888,80.71214208010338,5.112544792653974,284.33140277394943,rice
93.0,56.0,36.0,24.11443088528906,82.11763212820496,6.9595209343046935,185.203684433964,rice
94.0,50.0,37.0,25.581257027347945,80.68792740642314,7.013066423876955,209.70655127126525,rice
60.0,48.0,39.0,24.271256216982692,80.09295219216051,7.103353261330811,231.01759089509926,rice
85.0,38.0,41.0,21.634706838788308,82.82394548152553,6.382581365556851,276.4372779221398,rice
91.0,35.0,39.0,23.836505985355497,80.42930240745507,7.039499546225207,206.24089758668416,rice
77.0,38.0,36.0,21.941765647785417,80.27915513575113,5.980388736885092,224.4724380697399,rice
88.0,35.0,40.0,23.411294875619966,83.50968849882226,6.0422418090390995,291.2523493008582,rice
89.0,45.0,36.0,21.220532408298578,80.37663769967197,6.5920601901740365,185.4233589858404,rice
76.0,40.0,43.0,25.244676268044856,83.1688167687402,5.195512718356521,231.21501254510574,rice
67.0,59.0,41.0,21.979172206800584,81.08219032128771,6.061541804455824,213.33717920687286,rice
83.0,41.0,43.0,20.974922051070713,82.49133539617587,6.264009773727075,233.17138733640124,rice
98.0,47.0,37.0,23.54982552471682,81.32531573353856,7.249227498084394,223.98714629555357,rice
66.0,53.0,41.0,25.18345968180956,80.47656772479615,7.584029688446159,257.0483610493533,rice
97.0,59.0,43.0,26.492894735324448,83.99218837723147,6.335225192545663,271.37119033998096,rice
97.0,50.0,41.0,24.5365088546854,80.48346878100709,7.008734355209326,260.37342347377967,rice
60.0,49.0,44.0,20.57043577491558,84.49681204193443,6.147951576063206,239.99795851664518,rice
84.0,51.0,35.0,22.34981896049121,80.731297220325,5.963255504565648,197.9674985951358,rice
73.0,57.0,41.0,21.507289663850486,85.0627875890532,5.794493197005934,271.9651667304704,rice
92.0,35.0,40.0,22.17036213072356,80.20575185794074,6.524101068763387,200.15326401497506,rice
85.0,37.0,39.0,24.56454338971077,82.6965625450676,6.331157318012291,224.61517392664817,rice
98.0,53.0,38.0,20.451245912615217,81.74001151531648,5.02163669584958,270.6676057616248,rice
88.0,54.0,44.0,25.661484568849477,83.9919969101913,6.132709889138566,233.1627567498732,rice
95.0,55.0,42.0,26.76140367816357,81.99758369930264,6.005962250888958,193.49264349223944,rice
99.0,57.0,35.0,26.822389172141403,81.35572161942798,5.820894799444019,272.19452493971386,rice
95.0,39.0,36.0,24.013203518419704,83.26336336459488,5.4970160835336035,285.19930262137615,rice
60.0,43.0,44.0,21.03509038149701,82.7946381713792,7.433288490134903,298.4123904479273,rice
63.0,44.0,41.0,23.979558983115737,83.72636281422415,5.596917918512261,256.9704871902151,rice
62.0,42.0,36.0,22.73955269451987,82.24715434056382,6.381672439927541,248.77875434681815,rice
64.0,45.0,43.0,25.575008165407304,83.59608997439807,5.487284232876544,209.9954013868521,rice
83.0,60.0,36.0,25.557784274649283,80.16944703320677,7.017892618401485,200.711590621093,rice
82.0,40.0,40.0,23.767298754159775,84.68940297956716,6.378682275562452,298.5174016718355,rice
85.0,52.0,45.0,26.291121449150534,82.60077255987682,7.2619323020919335,265.33529171102145,rice
91.0,35.0,38.0,24.558395632459785,80.4988081043443,6.035789456998104,183.46564992590567,rice
76.0,49.0,42.0,24.88523772042462,84.39330963997314,5.20871427885154,197.043185437846,rice
74.0,39.0,38.0,23.172495818875138,84.51642534092706,7.904751990152457,233.2427434090396,rice
79.0,43.0,39.0,21.72617920625309,80.68119609410081,7.200573886657091,211.02995802569365,rice
88.0,55.0,45.0,24.693313060529494,80.19197248967937,7.775790696371213,253.58333127764908,rice
60.0,36.0,43.0,23.437462028802244,83.11145457819337,5.353860173978448,220.1105069425476,rice
76.0,60.0,39.0,19.943180158623207,80.31433969195159,6.824220626013012,208.60146637512696,rice
93.0,56.0,42.0,23.735539711240005,82.01440843331348,7.364111906440931,195.12676344091952,rice
65.0,60.0,43.0,22.051913674571836,81.7558060152727,5.625993445214618,227.3773052612656,rice
95.0,52.0,36.0,26.30012964728138,83.79352391112101,5.50482186866135,286.380343569336,rice
75.0,38.0,39.0,23.566509327397345,84.87511988341278,6.278331147324055,283.83851819658906,rice
74.0,54.0,38.0,25.8013947307418,83.49728377890638,6.908163030870028,217.34863747987123,rice
91.0,36.0,45.0,24.356247224215558,82.55532546502059,5.98787448994214,268.021683509203,rice
71.0,46.0,40.0,20.29768745233438,82.2921887714875,7.458661113918992,191.8954313834053,rice
99.0,55.0,35.0,21.679945953795396,80.16227122000012,6.4556255319948415,277.9806239704276,rice
72.0,40.0,38.0,20.56328050876812,82.34607923566884,7.412432040951294,245.37216125285028,rice
83.0,58.0,45.0,25.76561181774517,83.49538804797523,5.807352086933343,245.66841384331047,rice
93.0,58.0,38.0,20.63385903425949,83.7916222191981,6.930991406220472,279.578595575315,rice
70.0,36.0,42.0,21.863703155727002,80.78483165486442,6.974700143678909,202.29325581521354,rice
76.0,47.0,42.0,20.16024145963687,83.33127962706878,5.754751997631092,263.7186732626684,rice
99.0,41.0,36.0,24.40604677799889,82.8504622441017,6.651396575066393,182.58567104858955,rice
99.0,54.0,37.0,21.006495218612812,80.35584418617668,5.549191546493009,198.7620732755477,rice
86.0,59.0,35.0,25.728289025081125,82.31953895823777,6.731245492233952,243.51123257108492,rice
69.0,46.0,41.0,23.475519626459306,80.43811578494129,4.9200509905985825,263.14706357107946,rice
91.0,56.0,37.0,23.54988108743336,80.53917496367815,6.510312532714442,269.45010131911744,rice
61.0,52.0,41.0,24.896838039195075,83.96350986894657,7.044497416869448,204.80152860858146,rice
67.0,45.0,38.0,22.83346520389032,82.02346992694818,7.251948732728023,260.8930732351982,rice
79.0,42.0,37.0,24.851792728762625,82.99489033380193,6.388226121195009,295.65080945237656,rice
78.0,43.0,42.0,21.37870079540337,83.11084744569239,7.049320784185734,192.18152162422572,rice
75.0,54.0,36.0,26.24959192329986,84.61145773102619,7.046843567632562,257.5006628069924,rice
97.0,36.0,45.0,22.168069472661116,81.98788370736824,6.848619320067075,278.1839411759108,rice
67.0,47.0,44.0,26.515307652501548,81.78962352822391,7.686106366389514,280.3077813493779,rice
73.0,35.0,38.0,24.960068581366013,81.97599000706872,5.067548588539731,186.02779234488253,rice
77.0,36.0,37.0,26.970624523472754,81.46868861970157,5.977593137861919,194.5701754023673,rice
81.0,41.0,38.0,22.868850218981613,83.5532997167355,7.35929798168555,200.99291359071535,rice
68.0,57.0,43.0,26.02964347207782,80.35586049658367,5.917245785328839,182.84185048078345,rice
72.0,45.0,35.0,25.44682086296335,83.07228523790336,5.898742018662681,195.37640320246885,rice
61.0,53.0,43.0,26.534337372772512,81.00602894666301,6.51861119533186,223.29880018050895,rice
67.0,43.0,39.0,26.049869568222185,84.92986003670482,5.879596085575327,186.65565836764907,rice
67.0,58.0,39.0,25.402813648323267,80.43186162487959,5.546858604973425,220.1440576040185,rice
66.0,60.0,38.0,22.054429157362335,83.51437028294355,6.326432223211352,231.5322321790768,rice
82.0,43.0,38.0,23.130097977948427,81.5123551997606,5.130888782400314,242.47260115191423,rice
84.0,50.0,44.0,25.49531959816257,81.263717342528,5.907510339782086,182.77010172296275,rice
81.0,53.0,42.0,23.899097152399303,81.14992861730734,5.03041481958967,233.71097604353494,rice
91.0,50.0,40.0,20.731872086587064,84.045981659002,6.433488466136053,230.21941148454178,rice
93.0,53.0,38.0,26.80853433365436,81.94325880322585,6.964494585630426,290.76283473680286,rice
90.0,44.0,38.0,23.85983289314317,83.75928213600451,7.280903518539769,241.02378904634665,rice
81.0,45.0,35.0,26.544574924794713,80.202505628985,6.286483495442937,218.72338805189995,rice
78.0,40.0,38.0,26.755955288029824,83.8293910279322,7.428590549449179,248.33670029252545,rice
60.0,51.0,36.0,22.620099587325377,82.93946051889232,6.1284277115175065,257.01484827017424,rice
88.0,46.0,42.0,22.83214885063744,83.57484520534466,6.502114340626976,194.41982405061933,rice
93.0,47.0,37.0,21.68670879562667,82.04144581590276,6.464174643980144,295.800067944228,rice
60.0,55.0,45.0,21.36850387686282,83.21015039369848,6.0905114061864385,287.51726528159645,rice
78.0,35.0,44.0,26.50300604386278,84.88902462359741,6.9949679795063835,183.7389870475289,rice
65.0,37.0,40.0,23.270803213737093,83.63961412414814,5.497248682090826,188.3787703932479,rice
90.0,42.0,43.0,20.847107627296833,82.05804019066981,6.308219821906711,202.91289291438318,rice
85.0,58.0,41.0,21.876679937448003,80.3900237783745,7.09471799426963,226.7332112886204,rice
60.0,55.0,44.0,23.040172964177916,82.28009517153012,7.916912802293847,263.8757220724413,rice
74.0,35.0,40.0,26.548043814647407,80.28569168600276,6.978212980897539,242.69474577236022,rice
78.0,42.0,42.0,20.099718842578216,81.58485156297854,7.603526557856331,262.6750160513338,rice
69.0,37.0,42.0,23.144394106719457,83.40781900604497,6.995085433851662,251.22601752805124,rice
69.0,55.0,38.0,22.763597593601002,82.66914494703398,5.651152672115413,271.25446139797646,rice
94.0,53.0,40.0,20.185924787397887,82.9523029743341,5.713032269903021,241.92980268831167,rice
